area
areas
camp
camps
country
countries
DRC
Equatorias
Nguenyyiel
Pagak
refugee camp
refugee camps
refugee settlement
refugee settlements
settlement
settlements
site
sites
South Sudanese
Unity State
Akaki - Kalit
Kolfe - Keran
Adaa'r
Kurri
Ab Ala
Afdera
Bidu
Argoba Special Woreda
Ewa
Teru
Dalfagi
Dewe
Hadelela
Fagta Lakoma
Guagusa Shikudad
Jawi
Argoba
East Esite
West Esite
Debresina
Mehal Sayint
Worebabu
Debub Achefer
Michakel
Senan
Angolelana Tera
Antsokiya
Assagirt
Eferatana Gidem
Ensaro
Hagere Mariam
Menz Keya Gabriel
Menz Lalo Midir
Menz Mama Midir
Merahbete
Mimo Weremo
Minjar Shenkora
Mojan Wedera
Moretna Jiru
Siya Debirna Wayu
Dewa Cheffa
Dewa Harewa
East Belesa
Tach Armacho
Takusa
West Belesa
Gaz Gibla
Bilidigilu
Homosha
Agalometi
Bio Jiganifado
Bulen
Pawe Special
Dire Dawa/Town
Dima
Gambella Wild Life Reserve
Mengesh
Wantawo
Degeluna Tijo
Gololcha Arsi
Inkolo Wabe
Limu Bilbilo
Dawe Kachen
Gololcha Bale
Harena Buluk
Abaya
Dehas
Dillo
Dugda Dawa
Gelana
Melka Soda
Miyo
Dawo
Kondaltiti
Sodo Daci
Afele Kola
Ana Sora
Girja (Harenfema)
Goro Dola
Hambela Wamena
Kercha
Saba Boru
Uraga
Jarte Jardega
Jimma Genete
Alge Sachi
Badele Zuria
Bilo Nopha
Borecha
Chwaka
Dabo Hana
Dedesa
Metu Zuria
Sale Nono
Chora
Gumay
Limu Kosa
Limu Seka
Shebe Sambo
Dale Sadi
Dale Wabera
Gawo Kebe
Hawa Galan
Jimma Horo
Shalla
Anchar
Chiro Zuria
Daro Lebu
Gemechis
Hawi Gudina
Ambo Zuria
Cheliya
Ifata
Mida Kegn
Tikur Enchini
Boji Chekorsa
Boji Dirmeji
Gudetu Kondole
Kiltu Kara
Nole Kaba
Sayo Nole
Adami Tulu Jido Kombolcha
Boset
Liben Chukala
Bila Seyo
Boneya Boshe
Gida Ayana
Gobu Seyo
Guto Gida
Haro Limu
Ibantu
Leka Dulecha
Wama Hagalo
Wayu Tuka
Abichuna Gne'a
Chereti/Weyib
Goro Baqaqsa
Serer/Elkere
West Imi
Aw-bare
Babile
Hareshen
Degehamedo
Gunagado
Kebridehar
Hudet
Gerbo
Meyumuluka
Selahad
East Imi
Alle
Amaro
Debub Bench
Menit Goldiye
Menit Shasha
Semen Bench
Shay Bench
Surma
Esira
Loma Bosa
Bako Gazer
Bena Tsemay
Dasenech (Kuraz)
Gelila
Gnangatom
Male
Arba Minch Zuria
Ayida
Daramalo
Denibu Gofa
Geze Gofa
Dila Zuria
Kochere Gedeb
Yirgachefe
Abeshege
Endiguagn
Muhur Na Aklil
Sodo
Analemmo
Dune
Gembora
Gibe
Mierab Badawacho
Misha
Misrak Badawacho
Shashogo
Cheta
Gesha (Deka)
Getawa
Sayilem
Anigacha
Daniboya
Doya Gena
Tembaro
Anderacha
Aleta Wendo
Aroresa
Bona Zuria
Boricha
Chire
Chuko
Gorche
Loka Abaya
Wonosho
Alicho Woriro
Mierab Azenet Berbere
Misrak Azenet Berbere
Sankura
Boloso Bombe
Damot Pulasa
Damot Sore
Diguna Fango
Kindo Dida
Sodo Zuria
Alaje
Saharti Samre
Ahferom
Degua Temben
Laelay Maychew
Tanqua Abergele
Werei Leke
Welkait
Kelete Awelallo
